text,label,rating,source,restaurant,location
"What are the chances to get overcharged 3 times in a row? I have visited the restaurant on the 8 Sept (dinner), 15 Sept (lunch) and 29 Sept (dinner), and each time the bill came wrong from RM7 to RM20. Overcharged, mind you.So think twice before you want to patronize this place... or check really your bill.They won't get a 4th time chance with me. Ciaoooo...",negative,2.0,tripadvisor,Gianni's Trattoria,JB
"A local chain restaurant found in most shopping malls. We visited the Pavilion branch. The restaurant is always crowded but one is able to get seated within 5 to 10 minutes. Popular with locals and tourist. A variety of local Malay and Chinese food. Good choice of appetizers, main course and dessertsA group of friends can share the food.",neutral,3.0,tripadvisor,Madam Kwan's KLCC,KL
The food is okay. Guess it is a good place for a lunch if u have the patience to wait.,neutral,3.0,google,Edelweiss Cafe,Penang
"Ordered wagyu bolognese. Its OK.. but honestly, i cant tell the difference this wagyu bolognese with normal beef bolognese I ate before. Luckily its cheap (with grab promo.. hehe) For me its just a waste of good quality meat.",neutral,3.0,google,Define:Food,Petaling Jaya
"Like home cooking foods..very nice place..friendly owner too..love the place,owner very helpful too ..to let us know some good place to visit nearby..tumb up..~~",positive,4.0,tripadvisor,Andrew's Kampung,Penang
"firstly, it was okay. we got a seat right when we entered the cafe. which was a blessing because my family is starving and already past our dinner time (8ish pm last night). the ambience was good, I like the fact it was prohibited to smoke, drink was fast.but then.. the satay arrived after 1/2 hour. the nasi lemak came 15 minutes after that but it was something that we ordered later.now the jonker fried rice, which I assume their specialties, took 1 hour to arrive. that was... after the 3rd time we asked. and it was supposed to be a dinner to my 3 year old girl.yes we were raising our tone when we ask the order to a waiter. it is after all an hour for a fried rice.but then he (the waiter) made a scene by replying ""are you made at me. I can cancel your order"" in a bossy way. that was rude. same thing with another waiter that deliver the fried rice, when I asked why did it take so long,she just replied ""sorry the kitchen was busy"" then left us in nano second.oh really, kitchen was busy.why the man from our left table who arrived 40minutes after me got his fried rice at the same time.",negative,1.0,tripadvisor,Geographer Cafe,Melaka
"This celebrated KL restaurant branch of Peruvian-Japanese cuisine is located on the 56th floor and offers incredible views of the city. The several dishes we tried are over-rated and non-exceptional for the price. In fact, several dishes(including the sashimi salad and Chilean bass)lack the subtleties of Japanese cuisine and rather too salty or sweet. More unique is the cauliflower jalapeño and squid pasta. While not impolite, the many waiters performed their tasks perfunctorily and one could say, even in a patronising way.",neutral,3.0,tripadvisor,Nobu Kuala Lumpur,KL
"I came to this restaurant with high expectations but found an average quality of steak.I could find a table without reservation (It was the only free table left actually), the service was good and staff very kind. My table was outside. The steak (cooked rare) was OK, but I expected much more than that. Vine (red) very good.Location is close to shopping areas.Price is good compared to European or US standards but high for Malaysian standard.",neutral,3.0,tripadvisor,The Steakhouse KL,KL
"The food is horrible, the har gao was over steam and the skin seem to be peeling off already, the big bao which was recomended was horrible, it was too oily and the sauce inside is too dark untill the whole bao look really bad. The shop is full of ppl and the owner is really rude, when i ask her for a plate, she say no plate and she got no time to wash her plate?! How to eat without plate?! We order 7 plate and a pu er tea cost us RM 18 not cheap at all...i will never come back...",neutral,3.0,tripadvisor,Rong Mao Tea Restaurant,Melaka
taste no so good,neutral,3.0,google,Din Tai Fung 鼎泰豐 At Penang Gurney Plaza,Penang
Thank you for your great service and clean and chill cafe :) the coffee was amazing and food was served fast. loved it!,positive,5.0,tripadvisor,Lavish,Penang
"Love the food and ambience here! The main courses and desserts were amazing! Especially the pastas! Although the appetisers were expensive, small and quite frankly didn’t taste good!",positive,4.0,google,Nero Nero,KL
"Rm 128 for a person but without serving juice , ice cream , sea food only serve prawn and “lala” want order a Tom yam gong and its even have to charge by menu price , what is this kind of “5 star” buffet",negative,1.0,google,Amaya Food Gallery,JB
"I came here because my friend introduce this place to me, I would say, I am not disappointed at all. The green curry pork was my favorite, really delicious. I like their tomyum too, as we can adjust the level of spiciness due to the fact",positive,5.0,google,Tiffin's By Chef Korn Restaurant,Petaling Jaya
Best bread in all of Asia!Great sandwich place. Opens early too. For any Westerners looking for real,positive,5.0,google,Munch,Kuching
food is typical for a buffet and you get what you pay for.,neutral,3.0,tripadvisor,Essence Restaurant,KL
"It is a non-halal diner which serves pork-themed dishes and also simple liquor.It was targeted as a spot to celebrate our friends' birthday, thus we were arranged to be seated in a caged corner with little bit more privacy. The staffs were all so hospitable, one of them, I guess she is the owner, she even gave us a short overview on their menu and also some recommendations. I would give a thumb's up for the services they provided!Anyway, I found it is a cute and fun place to dine in, because of its crazy yet cute interior design, wherein you could see all the little evil piglets everywhere, the whole place is just so PIGGY!About the food, it tasted good but not some sort of extraordinary tastes, a bit overpriced in my personal view. Yeah, the BBQ pork ribs was the best dish among the others! I was kind of disappointed by the way they presented the food, I would expect more for the food plating, at least a little bit tidier.Anyway, it was a great night though!",neutral,3.0,tripadvisor,Ticklish Ribs & 'Wiches,Shah Alam
Food not nice and expensive,negative,2.0,google,Tosca Italian Trattoria,JB
"The price is slightly higher than normal but still acceptable. Ordered a Pork Bacon Pasta and Iced Chocolate. Tasted well and satisfying. The ambience is good and cozy,hope they will provide more varieties of food in the future.",positive,4.0,google,Milligram - Coffee & Eatery,Petaling Jaya
Very good,positive,5.0,google,Lebanon shawarma kebab langkawi cafe,Langkawi
"Authentic Korean Food in Langkawi.After coming to Langkawi, I ate Korean food for the first time and my soul was re-energized.",positive,5.0,google,Haroo Story korean Restaurant,Langkawi
Rice noodles,neutral,3.0,google,Nasi Kandar Merlin,Penang
"We were very much looking forward to a good Japanese meal. We had lunch at sushi Tei the day before and was expecting, given the price difference, an even enter dining experience. We did not get that. The cost of the food is app. 50 % to double the price more for similar dishes. I had the premium sushi set. At 105 ++ it was not cheap. It was two pieces each of tuna, salmon and squid sashimi. They were ok but were over chilled. Did not seem any better than cheap sashimi I have had elsewhere. 2 nigiri sushi, 2 pieces of unremarkable unknown sushi, small serve of egg omelette, potato salad and a nice piece of eel. It was not good value. My partner had the Tokyo set. At 55 ++ this was much better value. Came with non premium sashimi that was just as good as my premium. We had an eel maki roll at 50 ++ it was almost twice price of a similar dish we had at sushi Tei and was no better. I had a serve of garlic fried rice which was delicious and the rice was excellent.In hindsight should have gone to sushi Tei and had a better meal for half the price.",neutral,3.0,tripadvisor,Kampachi Pavilion,KL
